Station,LOCATION_DESCRIPTION,LOCATION_MEMO,CountyName,EcoregionName,Subbasin,airshedName,BEGINNING_DATE,ENDING_DATE,Results,Decimal_Lat,Decimal_long,CONGRESSDI,HUCNUM,STATIONTYPE,WELLTYPE,EXTERNAL_SYSTEM_STATION
32679,Elk Creek near mouth (East Fork Nehalem River),Nehalem River Watershed Council Site,COLUMBIA,Coast Range,NEHALEM,,7/20/1998 14:18,10/20/2003 15:10,4418,45.8697,-123.1247,1,1.71002E+11,StreamorRiver,,
32681,Dog Creek at mouth (East Fork Nehalem River),Nehalem Watershed Council Site (LLID: 1231216458748),COLUMBIA,Coast Range,NEHALEM,,7/20/1998 10:45,10/28/2003 14:43,4615,45.8749,-123.1204,1,1.71002E+11,StreamorRiver,,
33032,Rock Creek north of Nehalem at River Mile 1.8 (Nehalem),Upper Nehalem WSC Site Rock Creek lower Steele/Cedar Ridge - downstream,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 20:48,10/11/1998 14:48,1891,45.8757,-123.1998,1,1.71002E+11,StreamorRiver,,
32703,Rock Creek northwest of Vernonia at River Mile 3.0 (Nehalem River),Upper Nehalem Watershed Council LLID: 1231904458549 ,COLUMBIA,Coast Range,NEHALEM,,6/5/2003 15:58,10/8/2003 12:58,2998,45.876,-123.2096,1,1.71002E+11,StreamorRiver,,
32677,"Selder Creek near mouth below tributary at River Mile 0.1 (Rock Creek, Nehalem River)",Upper Nehalem Watershed Council Site,COLUMBIA,Coast Range,NEHALEM,,6/28/2003 15:13,10/10/2003 10:13,2492,45.8764,-123.3212,1,1.71002E+11,StreamorRiver,,
33031,Rock Creek north of Vernonia at River Mile 2.0 (Nehalem),Upper Nehalem WSC name: Rock Creek upper Steele/Cedar Ridge - upstream,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 20:23,10/11/1998 14:23,1891,45.8769,-123.1982,1,1.71002E+11,StreamorRiver,,
32747,Tributary (local name Sanders Creek) to Rock Creek (River Mile 9.3) at mouth (Nehalem River),"Upper Nehalem Watershed Council site Sanders Creek At edge of Rock Creek Floodplain, within feet of entering 'Sanders valley' LLID: 1232954458814 Unnamed on USGS 7.5 minute quad ",COLUMBIA,Coast Range,NEHALEM,,6/25/2002 16:06,10/8/2003 13:47,5711,45.8801,-123.2943,1,1.71002E+11,StreamorRiver,,
32691,Rock Creek at River Mile 9.8 (Nehalem River),Nehalem Watershed Council Site LLID: 1231904458549 (legal SW 1/4 Sec 27 R5W T5N),COLUMBIA,Coast Range,NEHALEM,,6/5/2003 16:55,10/8/2003 12:55,2997,45.8817,-123.2943,1,1.71002E+11,StreamorRiver,,
24967,Buster Creek at mouth (Nehalem),,CLATSOP,Coast Range,NEHALEM,,6/10/1999 16:32,9/21/2002 17:16,11085,45.8866,-123.5011,1,1.71002E+11,StreamorRiver,,
32969,Humbug Creek below east/west confluence,Upper Nehalem WSC site ,CLATSOP,Coast Range,NEHALEM,,6/26/2002 14:36,9/21/2002 17:36,2092,45.8871,-123.6204,1,1.71002E+11,StreamorRiver,,
23289,East Fork Humbug Creek at Hwy 26,,CLATSOP,Coast Range,NEHALEM,,7/20/1998 15:09,9/26/2001 13:00,10603,45.8892,-123.6195,,1.71002E+11,StreamorRiver,,
13118,Humbug Creek West Fork at mouth,STREAM/AMBNT,CLATSOP,Coast Range,NEHALEM,,7/20/1998 15:12,10/2/2000 9:00,8608,45.8893,-123.6211,,1.71002E+11,StreamorRiver,,
23281,East Fork Nehalem River at Hwy 47 (Pittsburg),,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 18:55,10/20/2003 15:35,10361,45.9014,-123.144,1,1.71002E+11,StreamorRiver,,
33038,Nehalem River below East Fork Nehalem River,,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 18:44,9/22/1998 11:44,1434,45.9017,-123.1443,1,1.71002E+11,StreamorRiver,,
24983,Buster Creek at headwaters (Nehalem),,CLATSOP,Coast Range,NEHALEM,,7/4/2000 16:59,10/2/2000 13:00,2157,45.9169,-123.4146,,1.71002E+11,StreamorRiver,,
32707,Crooked Creek near mouth (Nehalem River),Upper Nehalem Watershed Council Site LLID: 1231612459301 ,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 17:40,10/7/2003 12:55,6349,45.928,-123.161,1,1.71002E+11,StreamorRiver,,
33049,Little Fishhawk Creek at mouth (Nehalem),,CLATSOP,Coast Range,NEHALEM,,7/19/1998 20:43,9/20/1998 15:43,1508,45.928,-123.5227,1,1.71002E+11,StreamorRiver,,
33041,Nehalem River below Beneke,Nehalem WSC site,CLATSOP,Coast Range,NEHALEM,,7/19/1998 20:07,9/20/1998 16:07,1509,45.9302,-123.4938,1,1.71002E+11,StreamorRiver,,
24971,Fishhawk River at mouth (Nehalem),,CLATSOP,Coast Range,NEHALEM,,6/10/1999 17:00,10/2/2000 10:00,7042,45.9309,-123.4951,,1.71002E+11,StreamorRiver,,
23286,"Fishhawk Creek at Hwy 103, Jewell (Nehalem River Mile 46.9)",,CLATSOP,Coast Range,NEHALEM,,7/19/1998 18:38,9/21/2002 17:07,8444,45.934,-123.5032,1,1.71002E+11,StreamorRiver,,
23285,"Beneke Creek at Hwy 202 (Jewell) (Fishhawk, Nehalem)",Trib to Fishhawk Creek at Nehalem RM 46.9,CLATSOP,Coast Range,NEHALEM,,7/19/1998 18:52,9/21/2002 17:07,14582,45.9347,-123.5013,,1.71002E+11,StreamorRiver,,
32749,Fall Creek near mouth (Nehalem River),Upper Nehalem Watershed Council site LLID: 1231683459391 ,COLUMBIA,Coast Range,NEHALEM,,6/17/2003 17:14,10/7/2003 14:14,2686,45.9406,-123.1702,1,1.71002E+11,StreamorRiver,,
13122,Oak Ranch Creek at mouth,STREAM/AMBNT,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 17:30,9/21/2002 11:59,10073,45.9448,-123.1652,,1.71002E+11,StreamorRiver,,
33035,Nehalem River above Oak Ranch Creek,,COLUMBIA,Coast Range,NEHALEM,,7/24/1998 19:03,9/16/1999 14:00,5449,45.9458,-123.1653,1,1.71002E+11,StreamorRiver,,
33044,Squaw Creek at mouth (Nehalem),,CLATSOP,Coast Range,NEHALEM,,7/19/1998 17:22,9/20/1998 14:22,1510,45.9532,-123.4362,1,1.71002E+11,StreamorRiver,,
33042,Deep Creek at Deep Lane Road below Lane Creek (Nehalem),Upper Nehalem WSC site Deep Creek RM 4.4/Deep Creek above Columbia River Mainline,COLUMBIA,Coast Range,NEHALEM,,7/19/1998 12:36,9/25/1999 8:30,6719,45.9582,-123.3108,1,1.71002E+11,StreamorRiver,,
33055,Squaw Creek below west branch (Nehalem),Nehalem Watershed Council site,CLATSOP,Coast Range,NEHALEM,,6/10/1999 18:30,9/26/2001 10:00,6833,45.9584,-123.4392,1,1.71002E+11,StreamorRiver,,
32710,Cedar Creek near mouth (Nehalem River),Upper Nehalem Watershed Council site LLID: 1231675459597 ,COLUMBIA,Coast Range,NEHALEM,,8/9/2002 13:27,10/7/2003 14:44,3717,45.9603,-123.1644,1,1.71002E+11,StreamorRiver,,
32706,Tributary to Nehalem River at River Mile 77.0 first stream below Natal on south bank,Upper Nehalem Watersdhed Council site LLID: 1232021459726 ,COLUMBIA,Coast Range,NEHALEM,,6/17/2003 19:05,10/7/2003 15:05,2685,45.9661,-123.2005,1,1.71002E+11,StreamorRiver,,
24987,"Walker Creek at mouth (Beneke, Fishhawk, Nehalem)",,CLATSOP,Coast Range,NEHALEM,,6/10/1999 18:00,9/26/2001 11:00,9085,45.9686,-123.4929,1,1.71002E+11,StreamorRiver,,
33053,"Beneke Creek above Walker Creek (Fishhawk, Nehalem)",Nehalem WSC site,CLATSOP,Coast Range,NEHALEM,,6/10/1999 18:00,9/26/2001 11:00,6834,45.9701,-123.496,1,1.71002E+11,StreamorRiver,,
32690,Deer Creek at mouth (Nehalem River near Natal),Nehalem Watershed Council Site LLID: 1232107459717,COLUMBIA,Coast Range,NEHALEM,,7/1/2002 16:20,9/21/2002 12:20,1965,45.9711,-123.2108,1,1.71002E+11,StreamorRiver,,
24972,"Squaw Creek, mid (Nehalem)",,CLATSOP,Coast Range,NEHALEM,,6/30/2000 18:00,10/2/2000 15:00,2254,45.9725,-123.4386,,1.71002E+11,StreamorRiver,,
23282,Nehalem River at Burris Road (Natal),,COLUMBIA,Coast Range,NEHALEM,,7/2/2002 16:44,9/21/2002 12:44,1941,45.9753,-123.1949,,1.71002E+11,StreamorRiver,,
23506,Deep Creek at Mouth (Nehalem RM 63.7),,COLUMBIA,Coast Range,NEHALEM,,6/17/1999 11:00,9/21/2002 13:55,6881,45.9761,-123.3456,1,1.71002E+11,StreamorRiver,,
32977,Battle Creek near mouth (Nehalem),Upper Nehalem WSC station,COLUMBIA,Coast Range,NEHALEM,,7/12/1998 10:00,9/21/2002 12:23,8066,45.979,-123.2188,1,1.71002E+11,StreamorRiver,,
33063,Nehalem River below Northrup Creek,Nehalem watershed council site,CLATSOP,Coast Range,NEHALEM,,6/10/1999 19:30,9/26/2001 17:00,6868,45.9832,-123.423,1,1.71002E+11,StreamorRiver,,
33039,Nehalem River above Northrup Creek,,CLATSOP,Coast Range,NEHALEM,,7/23/1998 0:09,9/20/1998 17:09,1434,45.984,-123.422,1,1.71002E+11,StreamorRiver,,
24968,Northrup Creek at mouth (Nehalem),,CLATSOP,Coast Range,NEHALEM,,7/20/1998 18:59,9/21/2002 15:32,4849,45.9842,-123.4228,,1.71002E+11,StreamorRiver,,
23288,Northrup Creek at mouth,,CLATSOP,Coast Range,NEHALEM,,7/20/1998 18:53,9/21/2002 14:33,9749,45.9858,-123.4246,,1.71002E+11,StreamorRiver,,
24988,"Fishhawk Creek at headwaters, upstream of Beneke Creek (Nehalem)",,CLATSOP,Coast Range,NEHALEM,,7/4/2000 15:00,10/2/2000 13:59,2160,45.9906,-123.5993,,1.71002E+11,StreamorRiver,,
32712,Messing Creek near mouth at Mist (Nehalem) at LVFCo culvert,Upper Nehalem Watershed Council site Messing Cr at LVFCo culvert LLID: 1232588459958 ,COLUMBIA,Coast Range,NEHALEM,,7/12/1998 12:51,10/7/2003 15:26,10751,45.9987,-123.2525,1,1.71002E+11,StreamorRiver,,
23283,Fishhawk Creek at Northbank Road (Nehalem River Mile 65.7),,COLUMBIA,Coast Range,NEHALEM,,7/10/1998 12:11,10/9/2003 16:45,11792,46.0019,-123.3367,,1.71002E+11,StreamorRiver,,
33040,Mouth of tributary to Nehalem River at River Mile 72.9 (alternate names: Ford or Lyons Creek),"Upper Nehalem WSC site Ford Creek @ Mouth, USGS quad name Lyons Creek.  Stream not in OWRD database.  Confluence river mile of 72.9 determined from ODEQ LLID mapping tool.  USGS quad confluence's river mile approximately 71.7.",COLUMBIA,Coast Range,NEHALEM,,7/12/1998 14:04,10/7/1998 17:04,2092,46.0022,-123.2644,1,1.71002E+11,StreamorRiver,,
23284,Nehalem River at Fishhawk Road Bridge (River Mile 66.5),,COLUMBIA,Coast Range,NEHALEM,,6/18/1999,9/27/1999 23:30,4896,46.0027,-123.3258,1,1.71002E+11,StreamorRiver,,
32978,Lundgren Creek at mouth (Nehalem),Upper Nehalem WSC site,COLUMBIA,Coast Range,NEHALEM,,8/9/2002 15:01,9/21/2002 13:01,1031,46.0036,-123.2665,1,1.71002E+11,StreamorRiver,,
32702,"Warner Creek near mouth (Fishhawk Creek, Nehalem River)",Upper Nehalem Watershed Council site LLID: 1233687460242 ,CLATSOP,Coast Range,NEHALEM,,6/6/2003 16:38,10/9/2003 16:38,3001,46.0255,-123.3706,1,1.71002E+11,StreamorRiver,,
24963,"Beneke Creek, headwaters (Fishhawk,Nehalem)",,CLATSOP,Coast Range,NEHALEM,,6/30/2000 16:00,10/2/2000 10:59,2252,46.0268,-123.5192,,1.71002E+11,StreamorRiver,,
24964,"Fishhawk Creek, 300 yards downstream of Fishhawk Lake (Nehalem)",,CLATSOP,Coast Range,NEHALEM,,7/14/1998 15:07,10/7/2003 17:41,11906,46.0288,-123.3677,1,1.71002E+11,StreamorRiver,,
22930,Fishhawk Creek 100 feet downstream of Fishhawk Lake STP outfall,STREAM/AMBNT,CLATSOP,Coast Range,NEHALEM,,7/2/2002 14:50,9/18/2002 12:50,1871,46.031,-123.3667,1,1.71002E+11,StreamorRiver,,
22928,Fishhawk Creek 10 feet upstream of Fishhawk Lake STP outfall,STREAM/AMBNT,CLATSOP,Coast Range,NEHALEM,,6/17/1999 10:00,9/23/1999 9:30,4704,46.0318,-123.3665,,1.71002E+11,StreamorRiver,,
32700,Fishhawk Lake log boom near dam (Nehalem),Upper Nehalem Watershed Council site,CLATSOP,Coast Range,NEHALEM,,7/14/1998 14:02,1/16/2004 12:39,7893,46.0325,-123.3682,1,1.71002E+11,StreamorRiver,,
24966,"Fishhawk Creek, near water plant (Nehalem)",,COLUMBIA,Coast Range,NEHALEM,,7/14/1998 14:45,10/7/2003 17:04,13873,46.0348,-123.3528,,1.71002E+11,StreamorRiver,,
24976,Northrup Creek at headwaters (Nehalem),,CLATSOP,Coast Range,NEHALEM,,7/3/2000 21:00,10/2/2000 16:00,2180,46.0366,-123.4386,1,1.71002E+11,StreamorRiver,,
33054,"Boxler Creek at mouth (Fishhawk, Nehalem)",Nehalem WSC site,CLATSOP,Coast Range,NEHALEM,,7/11/1999,9/15/1999 23:30,3216,46.0385,-123.3605,1,1.71002E+11,StreamorRiver,,
24975,"Walker Creek at headwaters (Beneke, Fishhawk, Nehalem)",,CLATSOP,Coast Range,NEHALEM,,6/30/2000 16:00,10/2/2000 10:59,2252,46.0403,-123.5268,,1.71002E+11,StreamorRiver,,
32708,"McCoon Creek at mouth (Fishhawk Creek, Nehalem River)",Upper Nehalem Watershed Council site LLID: 1233338460468 ,COLUMBIA,Coast Range,NEHALEM,,6/6/2003 15:27,10/7/2003 16:27,2954,46.0473,-123.3328,1,1.71002E+11,StreamorRiver,,
32748,Fishhawk Creek (local name West Fork) above North Fork Fishhawk (Nehalem River),"Upper Nehelam Watershed Council site West Fork Fishhawk Creek at mouth, WF does not exist on OWRD or USGS maps LLID: 1233366459998 ",COLUMBIA,Coast Range,NEHALEM,,6/9/2003 16:54,10/7/2003 16:54,2881,46.0612,-123.3437,1,1.71002E+11,StreamorRiver,,
32705,Fishhawk Creek North Fork at mouth (Nehalem River),Upper Nehalem Watershed Council LLID: 1233429460608,COLUMBIA,Coast Range,NEHALEM,,6/9/2003 16:53,10/7/2003 16:53,2881,46.0615,-123.3435,1,1.71002E+11,StreamorRiver,,
